,CH1,CH2
Second,Volt,Volt
-1.96619e-01,-4.20e-03,-3.20e-01, 
-1.96546e-01,-4.00e-03,-2.80e-01, 
-1.96472e-01,-3.80e-03,-2.40e-01, 
-1.96399e-01,-4.20e-03,-2.40e-01, 
-1.96326e-01,-4.00e-03,-2.40e-01, 
-1.96253e-01,-3.80e-03,-2.40e-01, 
-1.96179e-01,-4.00e-03,-2.40e-01, 
-1.96106e-01,-3.80e-03,-2.00e-01, 
-1.96033e-01,-4.40e-03,-2.40e-01, 
-1.95960e-01,-4.20e-03,-2.40e-01, 
-1.95886e-01,-4.00e-03,-2.40e-01, 
-1.95813e-01,-4.40e-03,-2.40e-01, 
-1.95740e-01,-4.20e-03,-2.40e-01, 
-1.95667e-01,-3.80e-03,-2.40e-01, 
-1.95593e-01,-4.20e-03,-2.00e-01, 
-1.95520e-01,-4.00e-03,-2.00e-01, 
-1.95447e-01,-4.00e-03,-2.00e-01, 
-1.95374e-01,-4.00e-03,-2.00e-01, 
-1.95300e-01,-4.00e-03,-2.00e-01, 
-1.95227e-01,-4.00e-03,-2.40e-01, 
-1.95154e-01,-4.00e-03,-2.40e-01, 
-1.95081e-01,-4.40e-03,-2.00e-01, 
-1.95007e-01,-3.60e-03,-2.00e-01, 
-1.94934e-01,-4.20e-03,-2.00e-01, 
-1.94861e-01,-4.20e-03,-2.00e-01, 
-1.94788e-01,-4.20e-03,-2.00e-01, 
-1.94714e-01,-3.80e-03,-2.00e-01, 
-1.94641e-01,-3.80e-03,-2.40e-01, 
-1.94568e-01,-4.20e-03,-2.40e-01, 
-1.94495e-01,-3.60e-03,-2.40e-01, 
-1.94421e-01,-3.80e-03,-2.80e-01, 
-1.94348e-01,-3.60e-03,-2.40e-01, 
-1.94275e-01,-4.20e-03,-2.00e-01, 
-1.94202e-01,-4.40e-03,-2.40e-01, 
-1.94129e-01,-3.80e-03,-2.40e-01, 
-1.94055e-01,-4.00e-03,-2.00e-01, 
-1.93982e-01,-3.80e-03,-2.00e-01, 
-1.93909e-01,-3.80e-03,-2.00e-01, 
-1.93836e-01,-3.40e-03,-2.40e-01, 
-1.93762e-01,-4.00e-03,-2.40e-01, 
-1.93689e-01,-4.20e-03,-2.40e-01, 
-1.93616e-01,-3.60e-03,-2.00e-01, 
-1.93543e-01,-4.20e-03,-2.00e-01, 
-1.93469e-01,-4.00e-03,-2.00e-01, 
-1.93396e-01,-3.80e-03,-2.40e-01, 
-1.93323e-01,-4.00e-03,-2.40e-01, 
-1.93250e-01,-3.60e-03,-2.00e-01, 
-1.93176e-01,-4.00e-03,-2.00e-01, 
-1.93103e-01,-3.80e-03,-2.40e-01, 
-1.93030e-01,-4.20e-03,-2.80e-01, 
-1.92957e-01,-3.60e-03,-2.80e-01, 
-1.92883e-01,-3.80e-03,-2.00e-01, 
-1.92810e-01,-3.60e-03,-2.00e-01, 
-1.92737e-01,-4.00e-03,-1.60e-01, 
-1.92664e-01,-3.80e-03,-2.40e-01, 
-1.92590e-01,-3.60e-03,-2.80e-01, 
-1.92517e-01,-3.80e-03,-2.40e-01, 
-1.92444e-01,-4.00e-03,-2.00e-01, 
-1.92371e-01,-3.80e-03,-2.00e-01, 
-1.92297e-01,-4.00e-03,-3.20e-01, 
-1.92224e-01,-3.80e-03,-3.20e-01, 
-1.92151e-01,-4.00e-03,-3.20e-01, 
-1.92078e-01,-4.20e-03,-2.80e-01, 
-1.92005e-01,-3.80e-03,-2.40e-01, 
-1.91931e-01,-3.80e-03,-2.00e-01, 
-1.91858e-01,-3.80e-03,-2.00e-01, 
-1.91785e-01,-3.60e-03,-2.40e-01, 
-1.91712e-01,-4.20e-03,-2.00e-01, 
-1.91638e-01,-4.40e-03,-2.00e-01, 
-1.91565e-01,-3.60e-03,-2.40e-01, 
-1.91492e-01,-3.80e-03,-2.40e-01, 
-1.91419e-01,-4.40e-03,-2.40e-01, 
-1.91345e-01,-4.40e-03,-2.40e-01, 
-1.91272e-01,-4.00e-03,-2.40e-01, 
-1.91199e-01,-4.20e-03,-2.00e-01, 
-1.91126e-01,-4.00e-03,-2.40e-01, 
-1.91052e-01,-4.20e-03,-2.00e-01, 
-1.90979e-01,-4.20e-03,-2.00e-01, 
-1.90906e-01,-4.00e-03,-2.00e-01, 
-1.90833e-01,-3.80e-03,-2.40e-01, 
-1.90759e-01,-4.20e-03,-2.40e-01, 
-1.90686e-01,-3.60e-03,-2.40e-01, 
-1.90613e-01,-4.40e-03,-2.00e-01, 
-1.90540e-01,-3.80e-03,-2.40e-01, 
-1.90466e-01,-3.80e-03,-2.40e-01, 
-1.90393e-01,-3.80e-03,-2.00e-01, 
-1.90320e-01,-3.80e-03,-2.00e-01, 
-1.90247e-01,-3.80e-03,-2.40e-01, 
-1.90173e-01,-4.40e-03,-2.40e-01, 
-1.90100e-01,-4.00e-03,-2.40e-01, 
-1.90027e-01,-4.40e-03,-2.40e-01, 
-1.89954e-01,-4.00e-03,-2.40e-01, 
-1.89880e-01,-4.00e-03,-2.00e-01, 
-1.89807e-01,-3.60e-03,-2.00e-01, 
-1.89734e-01,-4.20e-03,-2.00e-01, 
-1.89661e-01,-3.80e-03,-2.00e-01, 
-1.89588e-01,-4.00e-03,-2.40e-01, 
-1.89514e-01,-3.60e-03,-2.00e-01, 
-1.89441e-01,-4.00e-03,-2.00e-01, 
-1.89368e-01,-4.00e-03,-2.40e-01, 
-1.89295e-01,-3.60e-03,-2.40e-01, 
-1.89221e-01,-3.80e-03,-2.40e-01, 
-1.89148e-01,-4.00e-03,-2.00e-01, 
-1.89075e-01,-3.80e-03,-2.00e-01, 
-1.89002e-01,-3.60e-03,-2.40e-01, 
-1.88928e-01,-3.60e-03,-2.40e-01, 
-1.88855e-01,-4.00e-03,-2.40e-01, 
-1.88782e-01,-4.00e-03,-2.00e-01, 
-1.88709e-01,-4.00e-03,-2.00e-01, 
-1.88635e-01,-3.60e-03,-2.80e-01, 
-1.88562e-01,-4.00e-03,-2.80e-01, 
-1.88489e-01,-3.40e-03,-2.40e-01, 
-1.88416e-01,-4.00e-03,-2.40e-01, 
-1.88342e-01,-3.80e-03,-2.00e-01, 
-1.88269e-01,-4.00e-03,-2.40e-01, 
-1.88196e-01,-3.60e-03,-2.80e-01, 
-1.88123e-01,-3.80e-03,-2.40e-01, 
-1.88049e-01,-3.60e-03,-2.40e-01, 
-1.87976e-01,-4.40e-03,-2.00e-01, 
-1.87903e-01,-3.80e-03,-3.20e-01, 
-1.87830e-01,-4.20e-03,-3.20e-01, 
-1.87756e-01,-4.20e-03,-2.80e-01, 
-1.87683e-01,-4.00e-03,-2.40e-01, 
-1.87610e-01,-4.00e-03,-2.40e-01, 
-1.87537e-01,-4.40e-03,-2.00e-01, 
-1.87463e-01,-4.00e-03,-2.40e-01, 
-1.87390e-01,-3.80e-03,-2.40e-01, 
-1.87317e-01,-3.80e-03,-2.00e-01, 
-1.87244e-01,-4.00e-03,-2.00e-01, 
-1.87171e-01,-3.80e-03,-2.00e-01, 
-1.87097e-01,-4.20e-03,-2.00e-01, 
-1.87024e-01,-4.00e-03,-2.40e-01, 
-1.86951e-01,-3.80e-03,-2.00e-01, 
-1.86878e-01,-4.00e-03,-2.00e-01, 
-1.86804e-01,-4.20e-03,-2.00e-01, 
-1.86731e-01,-3.80e-03,-2.00e-01, 
-1.86658e-01,-4.00e-03,-2.00e-01, 
-1.86585e-01,-3.80e-03,-2.00e-01, 
-1.86511e-01,-3.60e-03,-2.00e-01, 
-1.86438e-01,-4.00e-03,-2.40e-01, 
-1.86365e-01,-3.80e-03,-2.40e-01, 
-1.86292e-01,-3.80e-03,-2.40e-01, 
-1.86218e-01,-4.20e-03,-2.40e-01, 
-1.86145e-01,-4.20e-03,-2.40e-01, 
-1.86072e-01,-4.40e-03,-2.40e-01, 
-1.85999e-01,-4.00e-03,-2.40e-01, 
-1.85925e-01,-4.00e-03,-2.00e-01, 
-1.85852e-01,-4.00e-03,-2.00e-01, 
-1.85779e-01,-4.00e-03,-2.40e-01, 
-1.85706e-01,-3.60e-03,-2.40e-01, 
-1.85632e-01,-4.00e-03,-2.40e-01, 
-1.85559e-01,-4.00e-03,-2.40e-01, 
-1.85486e-01,-4.20e-03,-2.00e-01, 
-1.85413e-01,-3.60e-03,-2.00e-01, 
-1.85339e-01,-4.00e-03,-2.00e-01, 
-1.85266e-01,-3.60e-03,-2.40e-01, 
-1.85193e-01,-4.00e-03,-1.60e-01, 
-1.85120e-01,-4.00e-03,-2.00e-01, 
-1.85046e-01,-4.00e-03,-2.40e-01, 
-1.84973e-01,-4.20e-03,-2.40e-01, 
-1.84900e-01,-4.00e-03,-2.40e-01, 
-1.84827e-01,-4.00e-03,-2.00e-01, 
